date,provider,corridor,amount,total_cost_pct,zscore,zscore_anomaly,iqr_anomaly,isolation_anomaly,anomaly_votes,is_provider_anomaly
2024-10-17,Paypal,USA-Kenya,200,13.953947740346063,5.15424093103565,True,True,True,3,True
2024-10-18,Remitly,USA-Kenya,100,11.216608518371325,3.769470507784529,True,True,True,3,True
2024-10-19,MoneyGram,USA-Kenya,200,12.60015830630419,4.469383331903802,True,True,True,3,True
2024-10-19,MoneyGram,UK-Kenya,100,10.690597704267418,3.5033711468306983,True,True,True,3,True
2024-10-20,WorldRemit,UK-Kenya,100,12.401991650573894,4.369134403482013,True,True,True,3,True
2024-10-25,WorldRemit,UK-Kenya,500,9.334089485511607,2.817138163665762,True,True,True,3,True
2024-10-25,Western Union,USA-Kenya,100,11.9008464554622,4.11561410962364,True,True,True,3,True
2024-10-26,WorldRemit,UK-Kenya,100,11.434844044029074,3.879871914671724,True,True,True,3,True
2024-10-27,WorldRemit,UK-Kenya,100,11.549384520590518,3.937815870953822,True,True,True,3,True
2024-10-27,Wise,USA-Kenya,200,8.357602146523265,2.323150873068015,False,True,True,2,True
2024-10-27,Paypal,UK-Kenya,100,15.360274387245404,5.865676156316655,True,True,True,3,True
2024-10-27,Remitly,UK-Kenya,200,9.468575864275438,2.885172391264325,True,True,True,3,True
2024-10-28,MoneyGram,UK-Kenya,200,9.313652020146034,2.8067992194321545,True,True,True,3,True
2024-10-28,Western Union,USA-Kenya,100,15.76508673231171,6.070463402966468,True,True,True,3,True
2024-10-28,Remitly,USA-Kenya,100,15.182456883206914,5.775721495837564,True,True,True,3,True
2024-10-30,WorldRemit,USA-Kenya,200,8.745598537895015,2.5194312327642323,True,True,True,3,True
2024-10-31,MoneyGram,USA-Kenya,200,10.311438717776682,3.3115614704897918,True,True,True,3,True
2024-10-31,Western Union,UK-Kenya,100,10.516395339722358,3.4152453200621826,True,True,True,3,True
2024-11-01,WorldRemit,USA-Kenya,100,17.290420574310915,6.842102216683064,True,True,True,3,True
2024-11-01,Western Union,UK-Kenya,200,8.818178292089533,2.5561480182209135,True,True,True,3,True
2024-11-03,MoneyGram,UK-Kenya,100,13.393214186292322,4.870575963703636,True,True,True,3,True
2024-11-03,Western Union,USA-Kenya,100,12.296377215872113,4.315705970400231,True,True,True,3,True
2024-11-06,Remitly,UK-Kenya,100,10.015486783690315,3.161844737635939,True,True,True,3,True
2024-11-08,Wise,UK-Kenya,100,8.039781290550314,2.16237104800629,False,True,True,2,True
2024-11-09,WorldRemit,USA-Kenya,200,8.828080444721426,2.561157338213513,True,True,True,3,True
2024-11-09,Paypal,UK-Kenya,200,7.856843499549978,2.0698261269243465,False,True,True,2,True
2024-11-10,Wise,USA-Kenya,100,9.256882879901259,2.778080737727995,True,True,True,3,True
2024-11-10,Remitly,UK-Kenya,200,9.777359969560527,3.0413806875310843,True,True,True,3,True
2024-11-12,Wise,UK-Kenya,200,8.436287556352076,2.3629563993241742,False,True,True,2,True
2024-11-12,Western Union,UK-Kenya,100,16.218641511873596,6.299908565999052,True,True,True,3,True
2024-11-14,WorldRemit,USA-Kenya,200,8.320285383857534,2.304272997495945,False,True,True,2,True
2024-11-14,Wise,UK-Kenya,500,8.218090405731052,2.252574405674265,False,True,True,2,True
2024-11-14,Western Union,UK-Kenya,100,13.753022640457985,5.052596555585147,True,True,True,3,True
2024-11-15,Wise,UK-Kenya,100,13.990551728849743,5.172758227045588,True,True,True,3,True
2024-11-15,MoneyGram,USA-Kenya,200,10.273546469114734,3.2923924669566134,True,True,True,3,True
2024-11-16,WorldRemit,USA-Kenya,100,14.846440998124516,5.605737134502553,True,True,True,3,True
2024-11-16,Wise,USA-Kenya,100,12.944429178628855,4.643543742040379,True,True,True,3,True
2024-11-17,Wise,USA-Kenya,100,16.384799917958137,6.383965099611438,True,True,True,3,True
2024-11-18,Paypal,USA-Kenya,100,13.707394116442824,5.0295139102171325,True,True,True,3,True
2024-11-18,Remitly,UK-Kenya,100,11.195524095289862,3.7588042793389875,True,True,True,3,True
2024-11-21,MoneyGram,USA-Kenya,100,15.532844394423375,5.95297620300502,True,True,True,3,True
2024-11-22,WorldRemit,USA-Kenya,200,8.271807252847227,2.2797487874679536,False,True,True,2,True
2024-11-22,Paypal,USA-Kenya,100,11.462065102858478,3.89364255619614,True,True,True,3,True
2024-11-25,Paypal,USA-Kenya,100,11.825902893410973,4.077701516508214,True,True,True,3,True
2024-11-25,Remitly,UK-Kenya,100,12.326049006064828,4.3307163926138665,True,True,True,3,True
2024-11-26,Wise,UK-Kenya,100,8.98826972755821,2.6421942002923604,True,True,True,3,True
2024-11-27,Remitly,UK-Kenya,100,13.303914746228102,4.825400991445499,True,True,True,3,True
2024-11-28,Western Union,UK-Kenya,100,8.308531119402307,2.2983267276167854,False,True,True,2,True
2024-12-01,WorldRemit,UK-Kenya,200,8.512753381107714,2.401639077620335,False,True,True,2,True
2024-12-01,Paypal,UK-Kenya,100,12.422979322277357,4.37975168715462,True,True,True,3,True
2024-12-03,WorldRemit,UK-Kenya,100,16.114358328776,6.2471535890357455,True,True,True,3,True
2024-12-03,WorldRemit,UK-Kenya,200,10.564977570563036,3.4398221923123073,True,True,True,3,True
2024-12-03,Western Union,USA-Kenya,100,11.200509728883578,3.7613264212373396,True,True,True,3,True
2024-12-04,Wise,USA-Kenya,100,10.520957106180747,3.417553035239989,True,True,True,3,True
2024-12-04,Western Union,USA-Kenya,100,10.119844933589777,3.2146376389489624,True,True,True,3,True
2024-12-08,Remitly,USA-Kenya,100,8.818171328922672,2.556144495680688,True,True,True,3,True
2024-12-09,MoneyGram,USA-Kenya,100,12.934531883610745,4.638536879426771,True,True,True,3,True
2024-12-09,MoneyGram,UK-Kenya,200,9.352746320374091,2.8265763191203908,True,True,True,3,True
2024-12-10,Wise,UK-Kenya,100,11.853772145630272,4.091800067349702,True,True,True,3,True
2024-12-13,Wise,USA-Kenya,100,15.617393767347634,5.995748202174886,True,True,True,3,True
2024-12-14,Western Union,USA-Kenya,100,12.734090483057955,4.537137198725049,True,True,True,3,True
2024-12-14,Paypal,UK-Kenya,100,9.094387380742159,2.6958772025064386,True,True,True,3,True
2024-12-15,Wise,USA-Kenya,100,14.07349732810184,5.214718906109794,True,True,True,3,True
2024-12-15,Paypal,USA-Kenya,100,11.196149795018002,3.7591208095192474,True,True,True,3,True
2024-12-16,Wise,UK-Kenya,200,8.244617670683816,2.265994069419788,False,True,True,2,True
2024-12-20,Western Union,UK-Kenya,100,16.648363201138718,6.517296999535823,True,True,True,3,True
2024-12-21,Western Union,UK-Kenya,100,19.269216691191456,7.843139396986773,True,True,True,3,True
2024-12-22,Wise,USA-Kenya,100,13.731014013779856,5.041462789248995,True,True,True,3,True
2024-12-22,Wise,UK-Kenya,200,8.089686263951979,2.1876170718037735,False,True,True,2,True
2024-12-23,WorldRemit,UK-Kenya,500,8.84120346203368,2.567796035416965,True,True,True,3,True
2024-12-23,Remitly,USA-Kenya,100,11.27556399428432,3.7992950171758473,True,True,True,3,True
2024-12-23,Remitly,UK-Kenya,100,8.398577259302515,2.3438794418221467,False,True,True,2,True
2024-12-26,Wise,UK-Kenya,200,9.642411232957226,2.9731125614606353,True,True,True,3,True
2024-12-26,Western Union,USA-Kenya,200,12.007909481196588,4.169775358719321,True,True,True,3,True
